Name,Additional Effects From Quality,Superior,Anomalous,Divergent,Phantasmal,awakened,vaal,support,exceptional,total,Superior->Anomalous,Superior->Divergent,Superior->Phantasmal,Anomalous->Superior,Anomalous->Divergent,Anomalous->Phantasmal,Divergent->Superior,Divergent->Anomalous,Divergent->Phantasmal,Phantasmal->Superior,Phantasmal->Anomalous,Phantasmal->Divergent
Iron Will Support,Supported Skills deal (0–10)% increased Spell Damage,50,100,100,0,False,False,True,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Damage on Full Life Support,Supported Skills deal (0–10)% increased Damage,50,20,100,0,False,False,True,False,170,0.16666666666666666,0.8333333333333334,0.0,0.3333333333333333,0.6666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.29411764705882354,0.11764705882352941,0.5882352941176471
Spell Totem Support,Supported Skills have (0–20)% increased Totem Placement speed,50,100,100,0,False,False,True,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Blastchain Mine Support,Supported Skills have (0–10)% increased Mine Throwing Speed,50,50,20,0,False,False,True,False,120,0.7142857142857143,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,0.0,0.5,0.5,0.0,0.4166666666666667,0.4166666666666667,0.16666666666666666
Detonate Mines,Mines have (0–20)% increased Detonation Speed,1000,1,0,0,False,False,False,False,1001,1.0,0.0,0.0,1.0,0.0,0.0,0.999000999000999,0.000999000999000999,0.0,0.999000999000999,0.000999000999000999,0.0
Shockwave Totem,(0–20)% increased totem life,50,100,20,100,False,False,False,False,270,0.45454545454545453,0.09090909090909091,0.45454545454545453,0.29411764705882354,0.11764705882352941,0.5882352941176471,0.2,0.4,0.4,0.29411764705882354,0.5882352941176471,0.11764705882352941
Rejuvenation Totem,(0–60)% increased Aura Area of Effect,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Icicle Mine,(0–20)% increased Projectile Speed,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Conversion Trap,(0–20)% increased Skill Effect Duration,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Bear Trap,(0–20)% increased Physical Damage,50,100,100,20,False,False,False,False,270,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.29411764705882354,0.5882352941176471,0.11764705882352941,0.29411764705882354,0.5882352941176471,0.11764705882352941,0.2,0.4,0.4
Chance to Flee Support,Supported Skills have (0–20)% chance to Cause Monsters to Flee,10000,1,0,0,False,False,True,False,10001,1.0,0.0,0.0,1.0,0.0,0.0,0.9999000099990001,9.999000099990002e-05,0.0,0.9999000099990001,9.999000099990002e-05,0.0
Fire Trap,(0–20)% increased Fire Damage,50,100,20,0,False,False,False,False,170,0.8333333333333334,0.16666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
Decoy Totem,(0–20)% increased totem life,50,100,100,10,False,False,False,False,260,0.47619047619047616,0.47619047619047616,0.047619047619047616,0.3125,0.625,0.0625,0.3125,0.625,0.0625,0.2,0.4,0.4
Devouring Totem,(0–20)% increased totem life,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Ethereal Knives,(0–20)% increased Projectile Speed,50,100,20,0,False,False,False,False,170,0.8333333333333334,0.16666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
Blind Support,Supported Skills have (0–20)% increased Blinding duration,50,100,50,0,False,False,True,False,200,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.25,0.5,0.25
Ice Shot,(0–20)% increased Cold Damage,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Creeping Frost,(0–10)% increased Area of Effect,50,100,10,50,False,False,False,False,210,0.625,0.0625,0.3125,0.45454545454545453,0.09090909090909091,0.45454545454545453,0.25,0.5,0.25,0.3125,0.625,0.0625
Arc,(0–10)% chance to Shock enemies,50,100,50,20,False,True,False,False,220,0.5882352941176471,0.29411764705882354,0.11764705882352941,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.29411764705882354,0.5882352941176471,0.11764705882352941,0.25,0.5,0.25
Arctic Armour,(0–20)% increased Skill Effect Duration,50,100,10,0,False,False,False,False,160,0.9090909090909091,0.09090909090909091,0.0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3125,0.625,0.0625
Holy Flame Totem,(0–20)% increased Projectile Speed,50,20,100,100,False,False,False,False,270,0.09090909090909091,0.45454545454545453,0.45454545454545453,0.2,0.4,0.4,0.29411764705882354,0.11764705882352941,0.5882352941176471,0.29411764705882354,0.11764705882352941,0.5882352941176471
Ballista Totem Support,Supported Skills have (0–20)% increased Totem Placement speed,50,100,50,10,False,False,True,False,210,0.625,0.3125,0.0625,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.3125,0.625,0.0625,0.25,0.5,0.25
Fire Penetration Support,Supported Skills deal (0–10)% increased Fire Damage,50,100,10,0,True,False,True,False,160,0.9090909090909091,0.09090909090909091,0.0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3125,0.625,0.0625
Cold Penetration Support,Supported Skills deal (0–10)% increased Cold Damage,50,100,100,0,True,False,True,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Lightning Penetration Support,Supported Skills deal (0–10)% increased Lightning Damage,50,100,100,0,True,False,True,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Elemental Penetration Support,Supported Skills deal (0–10)% increased Elemental Damage,50,100,0,0,False,False,True,False,150,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0
Chain Support,Supported Skills have (0–10)% increased Chaining range,100,50,50,0,True,False,True,False,200,0.5,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.25,0.25
Fork Support,Supported Skills deal (0–10)% increased Projectile Damage,50,100,10,0,True,False,True,False,160,0.9090909090909091,0.09090909090909091,0.0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3125,0.625,0.0625
Flammability,Ignite on Cursed enemies has (0–10)% increased Duration,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Frostbite,Freezes on Cursed enemies have (0–20)% increased Duration,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Conductivity,Shocks on Cursed enemies have (0–20)% increased Duration,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Storm Burst,(0–10)% increased Area of Effect,50,100,20,0,False,False,False,False,170,0.8333333333333334,0.16666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
Incinerate,(0–20)% increased Fire Damage,50,100,20,0,False,False,False,False,170,0.8333333333333334,0.16666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
Cyclone,(0–10)% increased Area of Effect,50,100,100,100,False,True,False,False,350,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4
Multistrike Support,Supported Skills deal (0–10)% increased Melee Physical Damage,50,50,100,0,True,False,True,False,200,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,0.0,0.25,0.25,0.5
Spell Echo Support,Supported Skills deal (0–10)% increased Spell Damage,50,100,20,0,True,False,True,False,170,0.8333333333333334,0.16666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
Melee Splash Support,Supported Skills have (0–10)% increased Area of Effect,50,100,50,0,True,False,True,False,200,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.25,0.5,0.25
Power Charge On Critical Support,Supported Skills have (0–20)% increased Critical Strike Chance,50,100,10,0,False,False,True,False,160,0.9090909090909091,0.09090909090909091,0.0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3125,0.625,0.0625
Searing Bond,(0–20)% increased totem life,50,100,100,50,False,False,False,False,300,0.4,0.4,0.2,0.25,0.5,0.25,0.25,0.5,0.25,0.2,0.4,0.4
Burning Damage Support,Supported Skills deal (0–10)% increased Burning Damage,50,100,100,0,True,False,True,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Elemental Army Support,Minions from Supported Skills have +(0–2)% to all maximum Elemental Resistances,50,100,20,0,False,False,True,False,170,0.8333333333333334,0.16666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
Reave,(0–10)% increased Attack Speed,50,20,100,10,False,True,False,False,180,0.15384615384615385,0.7692307692307693,0.07692307692307693,0.3125,0.625,0.0625,0.625,0.25,0.125,0.29411764705882354,0.11764705882352941,0.5882352941176471
Cast On Critical Strike Support,Supported Skills have (0–20)% increased Attack Critical Strike Chance,50,50,100,0,True,False,True,False,200,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,0.0,0.25,0.25,0.5
Cast on Melee Kill Support,Supported Skills deal (0–10)% increased Attack Damage,50,100,20,0,False,False,True,False,170,0.8333333333333334,0.16666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
Multiple Traps Support,Supported Skills have (0–20)% increased Trap Trigger Area of Effect,50,20,50,0,False,False,True,False,120,0.2857142857142857,0.7142857142857143,0.0,0.5,0.5,0.0,0.7142857142857143,0.2857142857142857,0.0,0.4166666666666667,0.16666666666666666,0.4166666666666667
Empower Support,This Gem gains (0–100)% increased Experience,50,5,0,0,True,False,True,True,55,1.0,0.0,0.0,1.0,0.0,0.0,0.9090909090909091,0.09090909090909091,0.0,0.9090909090909091,0.09090909090909091,0.0
Lightning Trap,(0–20)% increased Lightning Damage(0–10)% increased Effect of Lightning Ailments,50,100,10,0,False,True,False,False,160,0.9090909090909091,0.09090909090909091,0.0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3125,0.625,0.0625
Smoke Mine,(0–40)% increased Area of Effect,50,100,20,0,False,False,False,False,170,0.8333333333333334,0.16666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
Endurance Charge on Melee Stun Support,Supported Skills have (0–20)% increased Stun Duration on Enemies,50,20,100,0,False,False,True,False,170,0.16666666666666666,0.8333333333333334,0.0,0.3333333333333333,0.6666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.29411764705882354,0.11764705882352941,0.5882352941176471
Animate Guardian,Minions have (0–40)% increased Movement Speed,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Spectral Shield Throw,(0–40)% increased Projectile Speed,50,100,100,20,False,False,False,False,270,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.29411764705882354,0.5882352941176471,0.11764705882352941,0.29411764705882354,0.5882352941176471,0.11764705882352941,0.2,0.4,0.4
Spectral Throw,(0–10)% increased Attack Speed,50,100,20,0,False,True,False,False,170,0.8333333333333334,0.16666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
Slower Projectiles Support,Supported Skills deal (0–10)% increased Projectile Damage,50,100,20,0,False,False,True,False,170,0.8333333333333334,0.16666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
Less Duration Support,Supported Skills have (0–10)% less Skill Effect Duration,50,100,20,0,False,False,True,False,170,0.8333333333333334,0.16666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
Cast on Death Support,Supported Skills have (0–60)% increased Area of Effect while Dead,50,100,100,0,False,False,True,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Cast when Damage Taken Support,Supported Skills deal (0–10)% increased Damage,50,100,20,0,False,False,True,False,170,0.8333333333333334,0.16666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
Cast when Stunned Support,Supported Skills deal (0–10)% increased Damage,50,100,100,0,False,False,True,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Animate Weapon,Minions have (0–20)% increased Movement Speed,50,100,50,20,False,False,False,False,220,0.5882352941176471,0.29411764705882354,0.11764705882352941,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.29411764705882354,0.5882352941176471,0.11764705882352941,0.25,0.5,0.25
Enhance Support,This Gem gains (0–100)% increased Experience,50,5,0,0,True,False,True,True,55,1.0,0.0,0.0,1.0,0.0,0.0,0.9090909090909091,0.09090909090909091,0.0,0.9090909090909091,0.09090909090909091,0.0
Purity of Fire,(0–40)% increased Area of Effect,50,100,10,0,False,False,False,False,160,0.9090909090909091,0.09090909090909091,0.0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3125,0.625,0.0625
Purity of Ice,(0–40)% increased Area of Effect,50,100,10,0,False,False,False,False,160,0.9090909090909091,0.09090909090909091,0.0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3125,0.625,0.0625
Purity of Lightning,(0–40)% increased Area of Effect,50,100,10,0,False,False,False,False,160,0.9090909090909091,0.09090909090909091,0.0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3125,0.625,0.0625
Storm Call,(0–10)% increased Area of Effect,50,100,100,20,False,True,False,False,270,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.29411764705882354,0.5882352941176471,0.11764705882352941,0.29411764705882354,0.5882352941176471,0.11764705882352941,0.2,0.4,0.4
Flameblast,(0–20)% increased Damage,50,10,20,50,False,True,False,False,130,0.125,0.25,0.625,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.45454545454545453,0.09090909090909091,0.45454545454545453,0.625,0.125,0.25
Barrage,(0–10)% increased Projectile Damage,50,100,100,20,False,False,False,False,270,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.29411764705882354,0.5882352941176471,0.11764705882352941,0.29411764705882354,0.5882352941176471,0.11764705882352941,0.2,0.4,0.4
Ball Lightning,(0–20)% increased Lightning Damage,50,100,20,0,False,False,False,False,170,0.8333333333333334,0.16666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
Vicious Projectiles Support,Supported Skills deal (0–10)% increased Physical Damage,50,100,100,0,True,False,True,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Summon Raging Spirit,(0–20)% increased Minion Movement Speed,50,100,50,20,False,False,False,False,220,0.5882352941176471,0.29411764705882354,0.11764705882352941,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.29411764705882354,0.5882352941176471,0.11764705882352941,0.25,0.5,0.25
Flame Surge,(0–10)% increased Cast Speed,50,10,100,0,False,False,False,False,160,0.09090909090909091,0.9090909090909091,0.0,0.3333333333333333,0.6666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.3125,0.0625,0.625
Enlighten Support,This Gem gains (0–100)% increased Experience,50,5,0,0,True,False,True,True,55,1.0,0.0,0.0,1.0,0.0,0.0,0.9090909090909091,0.09090909090909091,0.0,0.9090909090909091,0.09090909090909091,0.0
Desecrate,(0–20)% increased Cast Speed,50,100,100,10,False,False,False,False,260,0.47619047619047616,0.47619047619047616,0.047619047619047616,0.3125,0.625,0.0625,0.3125,0.625,0.0625,0.2,0.4,0.4
Flesh Offering,(0–10)% increased Skill Effect Duration,50,20,100,0,False,True,False,False,170,0.16666666666666666,0.8333333333333334,0.0,0.3333333333333333,0.6666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.29411764705882354,0.11764705882352941,0.5882352941176471
Bone Offering,Grants Minions (0–10)% increased Cast Speed,50,20,5,0,False,False,False,False,75,0.8,0.2,0.0,0.9090909090909091,0.09090909090909091,0.0,0.7142857142857143,0.2857142857142857,0.0,0.6666666666666666,0.26666666666666666,0.06666666666666667
Spirit Offering,(0–10)% increased Skill Effect Duration,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Glacial Cascade,(0–20)% increased Damage,50,100,20,0,False,False,False,False,170,0.8333333333333334,0.16666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
Block Chance Reduction Support,Supported Skills have (0–5)% reduced Enemy Block Chance,50,20,0,0,False,False,True,False,70,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,0.0
Molten Strike,(0–20)% increased Fire Damage,50,100,20,100,False,True,False,False,270,0.45454545454545453,0.09090909090909091,0.45454545454545453,0.29411764705882354,0.11764705882352941,0.5882352941176471,0.2,0.4,0.4,0.29411764705882354,0.5882352941176471,0.11764705882352941
Convocation,(0–20)% increased Skill Effect Duration(0–20)% increased Cooldown Recovery Rate,50,100,5,0,False,False,False,False,155,0.9523809523809523,0.047619047619047616,0.0,0.9090909090909091,0.09090909090909091,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3225806451612903,0.6451612903225806,0.03225806451612903
Pyroclast Mine,(0–20)% increased Area of Effect,50,100,100,100,False,False,False,False,350,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4
Tornado Shot,(0–20)% increased Projectile Damage,50,20,100,0,False,False,False,False,170,0.16666666666666666,0.8333333333333334,0.0,0.3333333333333333,0.6666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.29411764705882354,0.11764705882352941,0.5882352941176471
Generosity Support,Supported Skills have (0–40)% increased Aura Area of Effect,50,10,50,0,True,False,True,False,110,0.16666666666666666,0.8333333333333334,0.0,0.5,0.5,0.0,0.8333333333333334,0.16666666666666666,0.0,0.45454545454545453,0.09090909090909091,0.45454545454545453
Herald of Ash,Buff grants (0–15)% increased Fire Damage,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Herald of Ice,Buff grants (0–15)% increased Cold Damage,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Herald of Thunder,Buff grants (0–15)% increased Lightning Damage,50,100,20,0,False,False,False,False,170,0.8333333333333334,0.16666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
Herald of Agony,(0–20)% increased Minion Movement Speed,50,50,100,0,False,False,False,False,200,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,0.0,0.25,0.25,0.5
Herald of Purity,(0–20)% increased Minion Movement Speed,50,100,50,0,False,False,False,False,200,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.25,0.5,0.25
Poacher's Mark,Cursed Enemies have a (0–5)% chance to grant a Frenzy Charge when Hit,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Lightning Tendrils,(0–20)% increased Lightning Damage,50,100,100,50,False,False,False,False,300,0.4,0.4,0.2,0.25,0.5,0.25,0.25,0.5,0.25,0.2,0.4,0.4
Kinetic Blast,(0–10)% increased Area of Effect,50,10,100,0,False,False,False,False,160,0.09090909090909091,0.9090909090909091,0.0,0.3333333333333333,0.6666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.3125,0.0625,0.625
Blink Arrow,This Attack and Minions have (0–30)% increased Projectile Speed,50,100,100,20,False,False,False,False,270,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.29411764705882354,0.5882352941176471,0.11764705882352941,0.29411764705882354,0.5882352941176471,0.11764705882352941,0.2,0.4,0.4
Mirror Arrow,This Attack and Minions have (0–30)% increased Projectile Speed,50,100,100,20,False,False,False,False,270,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.29411764705882354,0.5882352941176471,0.11764705882352941,0.29411764705882354,0.5882352941176471,0.11764705882352941,0.2,0.4,0.4
Riposte,(0–20)% increased Damage,50,50,20,0,False,False,False,False,120,0.7142857142857143,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,0.0,0.5,0.5,0.0,0.4166666666666667,0.4166666666666667,0.16666666666666666
Reckoning,(0–10)% increased Area of Effect,50,20,50,100,False,False,False,False,220,0.11764705882352941,0.29411764705882354,0.5882352941176471,0.25,0.25,0.5,0.29411764705882354,0.11764705882352941,0.5882352941176471,0.4166666666666667,0.16666666666666666,0.4166666666666667
Static Strike,(0–20)% increased Skill Effect Duration,50,100,5,50,False,False,False,False,205,0.6451612903225806,0.03225806451612903,0.3225806451612903,0.47619047619047616,0.047619047619047616,0.47619047619047616,0.25,0.5,0.25,0.3225806451612903,0.6451612903225806,0.03225806451612903
Physical to Lightning Support,Supported Skills deal (0–10)% increased Lightning DamageSupported Skills deal (0–10)% increased Physical Damage,50,100,20,0,False,False,True,False,170,0.8333333333333334,0.16666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
Vengeance,(0–10)% chance to Trigger this Skill when Hit,50,50,100,20,False,False,False,False,220,0.29411764705882354,0.5882352941176471,0.11764705882352941,0.29411764705882354,0.5882352941176471,0.11764705882352941,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.25,0.25,0.5
Summon Chaos Golem,Minions deal (0–20)% increased Damage,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Summon Ice Golem,Minions deal (0–20)% increased Damage,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Summon Flame Golem,Minions deal (0–20)% increased Damage,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Summon Lightning Golem,Minions deal (0–20)% increased Damage,50,100,100,0,False,False,False,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Blasphemy Support,(0–20)% increased Area of Effect of Supported Curse Skills,50,100,10,0,True,False,True,False,160,0.9090909090909091,0.09090909090909091,0.0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3125,0.625,0.0625
Ice Crash,(0–20)% increased Damage,50,100,100,50,False,False,False,False,300,0.4,0.4,0.2,0.25,0.5,0.25,0.25,0.5,0.25,0.2,0.4,0.4
Rallying Cry,(0–20)% increased Area of Effect,50,100,10,50,False,False,False,False,210,0.625,0.0625,0.3125,0.45454545454545453,0.09090909090909091,0.45454545454545453,0.25,0.5,0.25,0.3125,0.625,0.0625
Infernal Cry,(0–20)% increased Area of Effect,50,100,50,10,False,False,False,False,210,0.625,0.3125,0.0625,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.3125,0.625,0.0625,0.25,0.5,0.25
Flame Dash,(0–10)% increased Cooldown Recovery Rate,50,100,50,0,False,False,False,False,200,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.25,0.5,0.25
Vigilant Strike,(0–20)% increased Damage,50,100,50,100,False,False,False,False,300,0.4,0.2,0.4,0.25,0.25,0.5,0.2,0.4,0.4,0.25,0.5,0.25
Fortify Support,Supported Skills deal (0–10)% increased Attack Damage,100,50,50,0,False,False,True,False,200,0.5,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.25,0.25
Frost Blades,(0–20)% increased Projectile Speed,50,20,100,0,False,False,False,False,170,0.16666666666666666,0.8333333333333334,0.0,0.3333333333333333,0.6666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.29411764705882354,0.11764705882352941,0.5882352941176471
Ice Bite Support,Supported Skills deal (0–20)% increased Damage with Hits against Frozen Enemies,50,100,100,0,False,False,True,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Hypothermia Support,Supported Skills have (0–30)% increased Chill Duration on Enemies,50,100,100,0,False,False,True,False,250,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.4
Innervate Support,Supported Skills have (0–30)% increased Shock Duration on Enemies,50,100,10,0,False,False,True,False,160,0.9090909090909091,0.09090909090909091,0.0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3125,0.625,0.0625
